"","Correct_model_perc","Correct_model_pvalues","Correct_model_mean","Correct_model_sd","Correct_model_kurt","Correct_model_skew","Null_model_perc","Null_model_pvalues","Null_model_mean","Null_model_sd","Null_model_kurt","Null_model_skew","Percentage_difference","P_value"
"1",6,0.103129708426371,0.472088859042247,0.842460552940684,2.36012784683932,0.290243249703623,6,0.282196327571853,1.06522368059313,0.898441253781187,2.56292733913065,0.203375577088976,0,3.28244431635483e-10
"2",0,0.815301729019381,0.558268935482391,0.820186348587488,2.46787774326067,0.0250525814316618,16,0.00720874100445194,0.986362109875119,0.860605364306386,1.85013583498368,-0.0703197948610688,16,3.21967053018568e-09
"3",2,0.472325842970506,0.821951921851761,0.897792827841535,2.46329517281815,-0.0849826645369626,8,0.0936855213959619,1.00079424377369,0.725869628092842,2.11271650790056,-0.094551930780818,6,3.6624874089064e-07
"4",0,0.514413898503704,0.566672731365191,1.03172240414821,2.28659965025851,-0.013356535127534,16,0.0352655852822239,1.05937992363769,0.871551770722399,2.05813607142258,0.286752829678323,16,9.89099913084601e-11
"5",0,0.226832601028245,0.565118748939802,0.944351525024956,1.96699541864958,-0.0655603581552434,10,0.0179216333311018,0.89466750217176,0.687079074658481,1.81075081739514,0.23756456426999,10,3.01409674996478e-10
"6",12,0.413507881036444,0.464762110187896,0.974243955491435,2.23554527512302,-0.125725358778659,0,0.0362939347552794,1.02985624737643,0.877239128202843,4.05603066650258,0.851659121395823,-12,1.80491177559361e-11
"7",0,0.155927915663447,0.640778788682773,0.846958880125415,3.02770758376124,-0.520909773607448,18,0.0795338722587271,0.848795698554273,0.738249391595567,1.85611316705733,0.0594105621485384,18,1.54606438762528e-10
"8",0,0.56305553702145,0.453703494575888,0.909185512677876,3.12994685494453,0.104540588008468,0,0.224622336816886,0.966837473154699,0.882853453360021,2.53940179278489,0.414098732811416,0,2.43294273616357e-12
"9",0,0.496167424338904,0.630609673275345,0.974976685239057,2.39045949518086,-0.0673727679315816,4,0.0604469010619796,0.877510944059267,0.786164516012286,4.00261970437861,0.636074681761052,4,6.11614314749431e-10
"10",2,0.991366454257722,0.732817372163695,0.899672905170351,2.57215136058818,0.102291420906396,28,0.0160209601549703,0.871139593016507,0.756153547120307,1.73268968425344,0.0819471986748986,26,9.79755993446574e-07
"11",0,0.806111382776363,0.532925240700964,0.969042529123815,2.47704839098429,0.190051960208615,0,0.0203549645805146,1.15319726707533,0.813129113843889,1.75176249883627,-0.0769563324164246,0,5.35789601574521e-09
"12",6,0.0551950740788899,0.634682387976975,0.92894045867669,2.54368358151825,-0.583355470033717,16,0.0512982884737944,1.08201383683511,0.814825291339834,1.90447811750441,0.162712179452252,10,5.12417330789106e-10
"13",2,0.117184238657274,0.346324875571125,0.994442798141186,2.33371508181316,-0.434335804893658,4,0.113682546071069,0.970991437221745,0.744086087921167,2.00749697562487,0.0975516776097148,2,1.10690900889665e-10
"14",0,0.106907342950176,0.801452423100984,0.848738954640938,1.93991207055805,0.0725955176341701,32,0.000714087547430968,0.993950030917025,0.892242394473436,4.9140657257441,1.12693750832904,32,7.74660476876576e-08
"15",0,0.682928950450579,0.433855344468019,0.937580471668396,2.37540916229641,0.0787031873392773,18,0.0438883639220582,0.82584967474422,0.899665542619509,2.08607804815269,0.35181454302547,18,1.76674602725413e-08
"16",0,0.604051814972334,0.355893217639467,0.951455431196476,3.38211458099632,-0.111656526463995,0,0.186341531872968,1.0626649644745,0.903336742171582,2.32449083478977,0.25749997966433,0,2.39919195621496e-13
"17",0,0.682140575768149,0.435265752021956,0.825607166429288,3.2634857993848,0.147903916011642,4,0.0712634704666809,0.948828791328669,0.819705885210536,1.87750618509624,-0.0828973948555286,4,8.02901836127745e-08
"18",0,0.158927219202338,0.348288427340162,1.14419760019272,2.051424780808,-0.17251197213947,0,0.213059538877151,0.929464013208132,0.812695475899617,2.8061236511905,0.342951534622569,0,5.84449766360962e-09
"19",0,0.880695626619377,0.626376280070523,0.999027961587377,2.9210300958725,-0.210210958571602,2,0.100404032933644,1.14667251132777,0.982231528088918,2.15637574533687,0.103919758371094,2,1.66280877955671e-10
"20",0,0.436212122296865,0.705716069680594,0.951241695351446,3.21421932694912,-0.289099661943555,10,0.00413741022875071,1.11773109931298,0.697508000164996,1.63122680929094,0.0568228966041107,10,2.62256438787745e-10
"21",20,0.211503642623927,0.693232873277491,1.03506855021016,2.33935417164781,-0.190091995465195,0,0.223867890189399,1.07095753087208,0.759199067412753,2.27917667637487,0.0117816385387514,-20,4.66575341140363e-07
"22",0,0.804550437516516,0.477874418482643,1.00745677222005,3.16286610707301,0.411867832141369,10,0.10692160892395,1.1432842938252,0.743607629915152,2.00486580915624,-0.153727766951981,10,3.48610029732299e-14
"23",0,0.210437119542991,0.78884880008853,0.864002012244462,2.12384382567907,0.10330995776797,18,0.0423787663653962,1.03455116666376,0.748179646438885,2.54655257820338,0.253929848778663,18,5.93775029145149e-11
"24",0,0.223270612233292,0.594592696942306,0.852970173145786,2.22124698889109,0.0430568505624965,2,0.345543889931784,1.1280631239219,0.790378473859205,2.48486531003842,0.196092463834242,2,3.4952486460682e-09
"25",0,0.247166908825363,0.525996751557911,0.900587697418582,3.14349429667032,0.475273992208569,0,0.144832816773638,0.869372206131082,0.670972427824706,2.99993519694336,0.39099568379281,0,3.37828109930882e-09
"26",4,0.343262807635688,0.637508099387204,0.950586203022066,2.72784889094078,-0.424081528477003,2,0.0609896825215367,0.956311155896111,0.837382084656242,2.22090481985065,0.237918178265086,-2,1.29540933535566e-10
"27",0,0.716711315131453,0.740507415447848,0.893371024927917,2.76638023256887,0.0448447213494653,0,0.224523190962121,1.03787443495176,0.738490338698546,2.05050451887893,-0.0435782514324294,0,3.94587695851101e-11
"28",0,0.9819614964487,0.51095519521873,0.93784670486927,2.47860894194973,0.100027472301283,0,0.135294804496943,0.811294841196881,0.841534950448944,2.62427134466599,0.296808731649907,0,1.77143023583071e-08
"29",0,0.0128281326465547,0.732647324582223,0.868495499196135,2.02871873312552,-0.130693096920132,6,0.0465485409834004,1.09934087513747,0.806114788707482,1.83221285316772,0.124344222357714,6,5.467957231442e-07
"30",0,0.282945794834494,0.700279464878053,0.888374931837851,3.1251727063438,-0.490240906920976,22,0.00691072152314826,0.972601708527594,0.732873137225788,1.66173861722762,0.0439157195099211,22,1.4386145608114e-09
"31",8,0.41561047293091,0.821625562140262,0.888870777160907,2.24344006103709,-0.1638366904334,6,0.541202883287342,1.10126982695089,0.713190632047782,2.38096228511759,0.0934805839591131,-2,6.39735786567286e-09
"32",0,0.866574324545668,0.550310586908274,1.07409145919017,2.65859885621624,0.212936806851984,14,0.104865055675557,0.906576210588846,0.802771118873567,2.20719900033234,0.326553839188447,14,2.35689245897674e-12
"33",6,0.215893658416684,0.710763794331368,0.908523511894552,2.5131267482096,0.388196961362701,4,0.127475666240077,0.989408642339748,0.851111753142503,2.01781274477652,0.190472431033059,-2,4.33630336083013e-08
"34",0,0.099105424764926,0.49480234279673,1.09032008577263,2.31667885648971,0.449967940981486,16,0.0121416854415299,0.954746771810012,0.936191449613127,1.91985716203663,0.201570038887539,16,1.26859819316039e-08
"35",0,0.913767631048585,0.693202134935217,0.945416438720752,2.49403923599971,0.0155558198055916,2,0.0334444352012775,0.935194233441901,0.895667687717402,2.77234066861285,0.619730873273772,2,1.15493467012229e-08
"36",0,0.917938226317171,0.499176499893061,1.11745664315843,3.01282578735361,-0.097005440602599,0,0.0902628208372755,0.824019496304703,0.811495101600622,2.06932176476194,0.162955994434712,0,1.21624932347686e-12
"37",0,0.400903243783967,0.397455500930287,0.964785588884675,2.13073451330456,0.068851707594381,28,0.0173708946118229,0.6623101903577,0.862497486317371,2.14940617583308,0.477706597141326,28,1.47632651991136e-05
