"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",2,3,100,100,98,97
"2",0,0,100,100,100,100
"3",1,1,100,100,99,99
"4",1,1,100,100,99,99
"5",8,19,99,99,91,80
"6",1,10,100,100,99,90
"7",0,0,100,100,100,100
"8",0,9,100,100,100,91
"9",1,6,100,100,99,94
"10",0,2,99,99,99,97
"11",6,4,100,100,94,96
"12",0,1,99,99,99,98
"13",1,0,99,99,98,99
"14",1,11,100,100,99,89
"15",1,0,99,99,98,99
"16",1,0,99,99,98,99
"17",0,0,100,100,100,100
"18",11,0,100,100,89,100
"19",1,1,100,100,99,99
"20",6,0,98,98,92,98
"21",1,7,100,100,99,93
"22",1,4,100,100,99,96
"23",0,0,100,100,100,100
"24",8,20,100,100,92,80
"25",1,1,99,99,98,98
"26",0,2,100,100,100,98
"27",46,0,99,99,53,99
"28",0,1,100,100,100,99
"29",1,2,100,100,99,98
"30",0,5,100,100,100,95
"31",0,0,99,99,99,99
"32",13,5,100,100,87,95
"33",1,7,100,100,99,93
"34",2,1,100,100,98,99
"35",1,0,100,100,99,100
"36",9,2,99,99,90,97
"37",1,3,100,100,99,97
"38",0,0,100,100,100,100
"39",0,5,99,99,99,94
"40",0,1,99,99,99,98
"41",1,4,100,100,99,96
"42",2,10,100,100,98,90
"43",0,0,100,100,100,100
"44",1,3,100,100,99,97
"45",1,11,100,100,99,89
"46",5,24,99,99,94,75
"47",12,15,100,100,88,85
"48",1,15,100,100,99,85
"49",2,3,98,98,96,95
"50",2,9,100,100,98,91
"51",0,0,97,97,97,97
"52",4,2,100,100,96,98
"53",1,0,98,98,97,98
"54",4,7,100,100,96,93
"55",0,4,99,99,99,95
"56",6,1,100,100,94,99
"57",0,1,99,99,99,98
"58",0,2,98,98,98,96
"59",0,5,99,99,99,94
"60",0,0,100,100,100,100
"61",0,2,100,100,100,98
"62",0,3,98,98,98,95
"63",1,5,100,100,99,95
"64",0,4,100,100,100,96
"65",0,1,99,99,99,98
"66",0,0,98,98,98,98
"67",0,0,100,100,100,100
"68",0,0,99,99,99,99
"69",3,0,100,100,97,100
"70",0,3,99,99,99,96
"71",0,0,99,99,99,99
"72",1,8,98,98,97,90
"73",1,0,98,98,97,98
"74",0,1,100,100,100,99
"75",0,1,100,100,100,99
"76",0,1,98,98,98,97
"77",26,11,100,100,74,89
"78",2,2,99,99,97,97
"79",1,3,100,100,99,97
"80",4,16,99,99,95,83
"81",3,2,99,99,96,97
"82",0,9,100,100,100,91
"83",5,0,100,100,95,100
"84",28,10,100,100,72,90
"85",24,2,100,100,76,98
"86",0,0,100,100,100,100
"87",2,1,94,94,92,93
"88",0,0,100,100,100,100
"89",0,0,100,100,100,100
"90",0,0,100,100,100,100
"91",33,20,100,100,67,80
"92",0,5,100,100,100,95
"93",6,0,100,100,94,100
"94",0,1,100,100,100,99
"95",0,0,99,99,99,99
"96",0,0,100,100,100,100
"97",0,1,97,97,97,96
"98",1,0,100,100,99,100
"99",2,3,98,98,96,95
"100",0,1,99,99,99,98
"101",4,3,100,100,96,97
"102",1,1,100,100,99,99
"103",0,1,100,100,100,99
"104",1,5,100,100,99,95
"105",0,0,100,100,100,100
"106",1,12,98,98,97,86
"107",1,1,98,98,97,97
"108",0,0,100,100,100,100
"109",7,6,100,100,93,94
"110",2,1,98,98,96,97
"111",1,4,100,100,99,96
"112",0,0,99,99,99,99
"113",0,0,100,100,100,100
"114",3,20,100,100,97,80
"115",0,1,100,100,100,99
"116",0,1,99,99,99,98
"117",0,1,100,100,100,99
"118",0,1,100,100,100,99
"119",1,2,99,99,98,97
"120",10,1,99,99,89,98
"121",0,0,100,100,100,100
"122",0,0,99,99,99,99
"123",5,9,100,100,95,91
"124",11,12,100,100,89,88
"125",1,5,99,99,98,94
"126",0,4,100,100,100,96
"127",0,0,100,100,100,100
"128",6,6,99,99,93,93
"129",0,2,99,99,99,97
"130",0,4,100,100,100,96
"131",0,0,100,100,100,100
"132",0,1,100,100,100,99
"133",0,1,99,99,99,98
"134",0,0,99,99,99,99
"135",2,6,100,100,98,94
"136",0,1,100,100,100,99
"137",5,0,100,100,95,100
"138",4,9,100,100,96,91
"139",59,18,100,100,41,82
"140",24,15,100,100,76,85
"141",2,8,99,99,97,91
"142",0,1,100,100,100,99
"143",5,10,100,100,95,90
"144",15,19,100,100,85,81
"145",0,0,100,100,100,100
"146",1,0,99,99,98,99
"147",2,3,100,100,98,97
"148",1,1,100,100,99,99
"149",0,0,100,100,100,100
"150",27,27,99,99,72,72
"151",2,8,100,100,98,92
"152",3,13,100,100,97,87
"153",0,0,99,99,99,99
"154",0,2,99,99,99,97
"155",0,0,99,99,99,99
"156",0,2,99,99,99,97
"157",0,0,98,98,98,98
