"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",0,0,88,86,88,86
"2",2,6,96,96,94,90
"3",0,2,78,80,78,78
"4",0,0,90,90,90,90
"5",0,0,98,98,98,98
"6",0,6,90,90,90,84
"7",0,0,98,98,98,98
"8",4,0,88,90,84,90
"9",12,0,96,98,84,98
"10",0,8,98,98,98,90
"11",2,4,94,94,92,90
"12",16,12,88,88,72,76
"13",0,0,98,98,98,98
"14",0,0,100,100,100,100
"15",0,0,98,96,98,96
"16",0,0,74,78,74,78
"17",4,12,98,98,94,86
"18",2,8,100,100,98,92
"19",0,22,100,100,100,78
"20",0,2,98,98,98,96
"21",26,6,78,80,52,74
"22",0,4,88,88,88,84
"23",2,0,100,100,98,100
"24",0,0,98,98,98,98
"25",0,0,100,100,100,100
"26",2,6,90,90,88,84
"27",0,4,100,100,100,96
"28",0,0,88,90,88,90
"29",10,0,92,90,82,90
"30",2,10,82,78,80,68
"31",2,0,100,100,98,100
"32",0,12,94,96,94,84
"33",0,2,100,100,100,98
"34",2,4,98,98,96,94
"35",0,0,96,96,96,96
"36",0,2,86,88,86,86
"37",0,2,92,92,92,90
"38",6,2,92,90,86,88
"39",0,0,100,100,100,100
"40",0,0,98,100,98,100
"41",16,14,100,100,84,86
"42",0,0,100,100,100,100
"43",0,0,92,94,92,94
"44",0,16,98,98,98,82
"45",18,2,80,78,62,76
"46",0,8,94,96,94,88
"47",2,4,100,100,98,96
"48",0,0,96,96,96,96
"49",0,0,100,100,100,100
"50",4,0,98,98,94,98
"51",2,4,92,92,90,88
"52",0,0,98,98,98,98
"53",0,2,98,98,98,96
"54",16,2,98,96,82,94
"55",0,2,98,98,98,96
"56",2,0,96,96,94,96
"57",0,18,92,94,92,76
"58",4,2,100,98,96,96
"59",4,0,100,100,96,100
"60",0,0,90,90,90,90
"61",0,0,98,98,98,98
"62",4,0,94,94,90,94
"63",0,0,98,98,98,98
"64",22,46,92,96,70,50
"65",50,34,100,100,50,66
"66",2,8,100,100,98,92
"67",2,4,78,74,76,70
"68",0,4,92,92,92,88
"69",0,0,98,98,98,98
"70",0,0,98,98,98,98
"71",0,0,92,92,92,92
"72",2,2,92,92,90,90
"73",0,0,90,90,90,90
"74",2,0,92,88,90,88
"75",0,8,98,98,98,90
"76",2,4,90,94,88,90
"77",0,14,96,96,96,82
"78",8,0,80,80,72,80
"79",0,0,100,100,100,100
"80",0,4,92,90,92,86
"81",8,0,100,100,92,100
"82",0,0,100,98,100,98
"83",0,0,98,98,98,98
"84",4,2,90,90,86,88
"85",0,8,100,100,100,92
"86",0,0,100,100,100,100
"87",0,2,96,96,96,94
"88",0,2,96,96,96,94
"89",24,0,100,100,76,100
"90",0,16,98,98,98,82
"91",14,34,100,100,86,66
"92",2,2,100,100,98,98
"93",2,22,98,98,96,76
"94",0,4,94,92,94,88
"95",0,0,100,100,100,100
"96",0,14,94,94,94,80
"97",0,0,98,98,98,98
"98",12,16,90,88,78,72
"99",0,0,100,100,100,100
"100",2,18,98,98,96,80
"101",4,10,100,100,96,90
"102",24,32,82,82,58,50
"103",0,0,100,100,100,100
"104",0,28,88,88,88,60
"105",2,0,98,96,96,96
"106",6,0,84,82,78,82
"107",0,0,92,92,92,92
"108",4,6,100,100,96,94
"109",24,24,96,96,72,72
"110",0,0,98,98,98,98
"111",0,6,74,78,74,72
"112",0,0,84,86,84,86
"113",0,2,96,98,96,96
"114",6,0,98,98,92,98
"115",0,0,88,86,88,86
"116",0,0,88,88,88,88
"117",0,0,100,100,100,100
"118",0,0,100,100,100,100
"119",0,4,96,98,96,94
"120",0,0,96,96,96,96
"121",4,0,90,88,86,88
"122",0,0,88,88,88,88
"123",2,4,100,100,98,96
"124",0,0,86,86,86,86
"125",0,2,86,88,86,86
"126",4,0,98,98,94,98
"127",0,0,100,100,100,100
"128",0,0,98,96,98,96
"129",0,2,84,84,84,82
"130",0,0,92,92,92,92
"131",0,0,100,100,100,100
"132",0,0,100,100,100,100
"133",0,2,78,76,78,74
"134",0,8,98,98,98,90
"135",10,0,78,78,68,78
"136",0,0,100,100,100,100
"137",0,0,84,80,84,80
"138",2,2,74,80,72,78
"139",0,0,96,96,96,96
"140",22,8,98,98,76,90
"141",14,12,92,94,78,82
"142",0,0,98,98,98,98
"143",0,4,86,86,86,82
"144",2,2,100,100,98,98
"145",8,2,100,100,92,98
"146",0,2,92,92,92,90
"147",18,0,100,100,82,100
"148",0,2,98,98,98,96
"149",0,0,98,98,98,98
"150",14,2,90,90,76,88
"151",4,0,84,84,80,84
"152",0,0,98,94,98,94
"153",0,0,98,98,98,98
"154",12,2,100,100,88,98
"155",10,6,100,100,90,94
"156",0,0,100,100,100,100
"157",44,2,98,100,54,98
"158",0,8,96,98,96,90
"159",2,14,92,92,90,78
"160",0,0,80,78,80,78
"161",0,0,96,96,96,96
"162",0,2,98,98,98,96
"163",14,4,98,98,84,94
"164",0,0,98,98,98,98
"165",0,0,100,100,100,100
"166",4,4,92,92,88,88
"167",10,12,96,96,86,84
"168",2,8,96,92,94,84
"169",4,12,100,100,96,88
"170",44,14,90,90,46,76
"171",18,12,76,78,58,66
"172",20,0,100,100,80,100
"173",0,2,98,98,98,96
"174",0,0,98,98,98,98
"175",2,0,94,94,92,94
"176",0,0,96,96,96,96
"177",0,0,64,62,64,62
"178",0,0,92,96,92,96
"179",8,20,100,100,92,80
"180",4,0,100,100,96,100
"181",0,2,100,100,100,98
"182",0,0,96,96,96,96
"183",24,8,96,96,72,88
"184",0,6,94,94,94,88
"185",2,0,90,90,88,90
"186",2,4,100,100,98,96
"187",0,0,84,84,84,84
"188",12,2,82,80,70,78
"189",0,4,98,98,98,94
"190",0,10,90,92,90,82
"191",0,4,92,92,92,88
"192",2,0,96,96,94,96
"193",0,2,94,94,94,92
"194",0,4,96,96,96,92
"195",6,4,96,96,90,92
"196",26,4,100,100,74,96
"197",10,0,94,94,84,94
"198",2,16,100,100,98,84
"199",0,2,90,92,90,90
"200",0,0,100,100,100,100
"201",2,0,100,100,98,100
"202",0,2,82,84,82,82
"203",2,10,100,100,98,90
"204",0,6,98,98,98,92
"205",2,18,94,94,92,76
"206",2,0,96,92,94,92
"207",0,0,90,90,90,90
"208",0,12,100,100,100,88
"209",2,16,94,94,92,78
"210",0,0,98,100,98,100
"211",0,0,96,94,96,94
"212",4,0,98,98,94,98
"213",0,0,88,88,88,88
"214",44,4,94,94,50,90
"215",4,0,98,98,94,98
"216",4,4,96,98,92,94
"217",0,4,98,98,98,94
"218",0,0,98,98,98,98
"219",0,0,94,94,94,94
"220",8,0,98,98,90,98
"221",6,26,98,98,92,72
"222",0,0,80,84,80,84
"223",0,0,86,88,86,88
"224",0,2,100,100,100,98
"225",14,6,74,72,60,66
"226",4,6,96,96,92,90
"227",0,0,98,98,98,98
"228",0,0,96,96,96,96
"229",0,4,100,100,100,96
"230",6,20,98,98,92,78
"231",0,0,100,100,100,100
"232",0,2,98,100,98,98
"233",0,0,98,98,98,98
"234",8,0,96,96,88,96
"235",52,2,98,98,46,96
"236",2,0,94,94,92,94
"237",0,0,100,100,100,100
"238",0,0,98,98,98,98
"239",10,0,100,98,90,98
"240",0,12,98,98,98,86
"241",0,2,76,74,76,72
"242",0,4,92,94,92,90
"243",8,0,94,94,86,94
"244",0,0,96,94,96,94
"245",2,0,96,96,94,96
"246",0,0,100,100,100,100
"247",0,4,84,84,84,80
"248",10,10,82,82,72,72
"249",0,0,96,96,96,96
"250",0,0,96,94,96,94
"251",0,2,98,98,98,96
"252",0,0,100,100,100,100
"253",0,0,94,94,94,94
"254",0,4,100,100,100,96
"255",22,12,100,100,78,88
"256",0,0,100,100,100,100
"257",4,0,92,90,88,90
"258",6,8,98,98,92,90
"259",2,2,94,94,92,92
"260",0,0,100,100,100,100
"261",0,0,86,84,86,84
"262",0,4,94,94,94,90
"263",0,2,98,98,98,96
"264",0,6,90,90,90,84
"265",0,2,100,100,100,98
"266",0,2,96,96,96,94
"267",0,0,90,88,90,88
"268",0,6,100,100,100,94
"269",0,0,94,96,94,96
"270",0,2,80,80,80,78
"271",0,0,78,76,78,76
"272",14,6,96,94,82,88
"273",2,2,98,96,96,94
"274",0,0,66,70,66,70
"275",0,0,96,96,96,96
"276",0,0,86,84,86,84
"277",0,0,100,100,100,100
"278",2,2,98,98,96,96
"279",12,14,98,94,86,80
"280",2,26,98,98,96,72
"281",0,2,90,88,90,86
"282",12,6,100,100,88,94
"283",0,2,98,98,98,96
"284",0,0,100,100,100,100
"285",0,0,84,86,84,86
"286",4,0,94,94,90,94
"287",0,0,100,98,100,98
"288",2,28,86,84,84,56
"289",0,18,98,98,98,80
"290",0,0,100,100,100,100
"291",0,0,96,94,96,94
"292",0,0,96,96,96,96
"293",0,0,96,96,96,96
"294",0,0,98,98,98,98
"295",4,14,100,100,96,86
"296",2,0,98,96,96,96
"297",0,0,90,86,90,86
"298",2,14,94,94,92,80
"299",12,2,96,96,84,94
"300",0,0,90,90,90,90
"301",0,0,88,88,88,88
"302",0,0,98,98,98,98
"303",0,0,98,98,98,98
"304",6,6,98,98,92,92
"305",4,12,96,96,92,84
"306",0,0,88,90,88,90
"307",0,0,98,98,98,98
"308",0,2,100,100,100,98
"309",0,12,98,98,98,86
"310",8,2,100,98,92,96
"311",0,0,90,88,90,88
"312",0,2,96,96,96,94
"313",2,8,94,96,92,88
"314",26,2,96,96,70,94
"315",2,0,92,92,90,92
"316",22,2,98,98,76,96
