"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",0,0,100,100,100,100
"2",0,0,100,100,100,100
"3",0,0,100,100,100,100
"4",0,0,100,100,100,100
"5",0,0,100,100,100,100
"6",0,16,100,100,100,84
"7",0,2,100,100,100,98
"8",0,2,100,100,100,98
"9",0,0,100,100,100,100
"10",0,0,100,100,100,100
"11",0,4,100,100,100,96
"12",6,2,100,100,94,98
"13",0,8,100,100,100,92
"14",0,0,100,100,100,100
"15",0,0,100,100,100,100
"16",8,6,100,100,92,94
"17",0,0,100,100,100,100
"18",0,2,100,100,100,98
"19",0,6,100,100,100,94
"20",2,0,100,100,98,100
"21",2,0,98,98,96,98
"22",10,10,100,100,90,90
"23",0,6,100,100,100,94
"24",0,8,100,100,100,92
"25",0,6,100,100,100,94
"26",0,0,100,100,100,100
"27",0,0,100,100,100,100
"28",0,2,100,100,100,98
"29",6,2,100,100,94,98
"30",0,0,100,100,100,100
"31",0,2,100,100,100,98
"32",6,0,100,100,94,100
"33",24,4,100,100,76,96
"34",4,0,100,100,96,100
"35",0,0,100,100,100,100
"36",8,16,100,100,92,84
"37",2,0,100,100,98,100
"38",0,4,100,100,100,96
"39",0,8,100,100,100,92
"40",0,2,100,100,100,98
"41",0,0,100,100,100,100
"42",2,12,100,100,98,88
"43",4,16,100,100,96,84
"44",0,4,100,100,100,96
"45",0,0,100,100,100,100
"46",0,2,100,100,100,98
"47",0,4,100,100,100,96
"48",0,0,100,100,100,100
"49",0,0,100,100,100,100
"50",0,2,100,100,100,98
"51",4,0,100,100,96,100
"52",2,14,100,100,98,86
"53",0,0,100,100,100,100
"54",0,0,100,100,100,100
"55",0,0,100,100,100,100
"56",2,0,100,100,98,100
"57",4,4,100,100,96,96
"58",10,12,100,100,90,88
"59",12,6,100,100,88,94
"60",0,4,100,100,100,96
"61",4,8,100,100,96,92
"62",0,2,100,100,100,98
"63",0,0,100,100,100,100
"64",8,4,100,100,92,96
"65",0,0,100,100,100,100
"66",2,4,100,100,98,96
"67",0,0,100,100,100,100
"68",0,0,100,100,100,100
"69",0,6,100,100,100,94
"70",0,0,100,100,100,100
"71",0,2,100,100,100,98
"72",0,0,100,100,100,100
"73",0,0,100,100,100,100
"74",0,4,100,100,100,96
"75",0,4,100,100,100,96
"76",0,8,100,100,100,92
"77",0,0,100,100,100,100
"78",0,4,100,100,100,96
"79",0,6,100,100,100,94
"80",10,14,100,100,90,86
"81",0,0,100,100,100,100
"82",0,0,100,100,100,100
"83",0,38,100,100,100,62
"84",0,0,100,100,100,100
"85",0,0,100,100,100,100
"86",0,0,100,100,100,100
"87",0,2,100,100,100,98
"88",0,0,100,100,100,100
"89",0,2,100,100,100,98
"90",0,0,98,98,98,98
"91",0,2,100,100,100,98
"92",0,4,100,100,100,96
"93",2,0,100,100,98,100
"94",0,2,100,100,100,98
"95",0,0,100,100,100,100
"96",0,0,100,100,100,100
"97",0,4,100,100,100,96
"98",0,6,100,100,100,94
"99",0,2,100,100,100,98
"100",0,2,100,100,100,98
"101",0,0,100,100,100,100
"102",0,4,100,100,100,96
"103",4,6,100,100,96,94
"104",8,22,100,100,92,78
"105",8,0,100,100,92,100
"106",0,4,100,100,100,96
"107",0,0,100,100,100,100
"108",16,40,100,100,84,60
"109",0,0,100,100,100,100
"110",0,10,100,100,100,90
"111",0,2,100,100,100,98
"112",0,0,100,100,100,100
"113",0,0,100,100,100,100
"114",4,0,100,100,96,100
"115",0,0,100,100,100,100
"116",0,2,100,100,100,98
"117",0,0,100,100,100,100
"118",0,0,100,100,100,100
"119",0,8,100,100,100,92
"120",4,0,100,100,96,100
"121",0,6,100,100,100,94
"122",0,12,100,100,100,88
"123",26,4,100,100,74,96
"124",0,0,100,100,100,100
"125",0,0,100,100,100,100
"126",2,2,100,100,98,98
"127",0,0,100,100,100,100
"128",2,4,100,100,98,96
"129",0,0,100,100,100,100
"130",0,8,100,100,100,92
"131",0,0,100,100,100,100
"132",12,2,100,100,88,98
"133",0,4,100,100,100,96
"134",6,4,100,100,94,96
"135",0,0,100,100,100,100
"136",2,0,100,100,98,100
"137",0,0,100,100,100,100
"138",14,0,98,98,84,98
"139",0,2,100,100,100,98
"140",0,2,100,100,100,98
"141",2,0,98,98,96,98
"142",8,2,100,100,92,98
"143",0,0,100,100,100,100
"144",0,0,100,100,100,100
"145",2,0,100,100,98,100
"146",6,22,100,100,94,78
"147",20,0,100,100,80,100
"148",4,18,100,100,96,82
"149",0,0,100,100,100,100
"150",0,0,100,100,100,100
"151",0,0,100,100,100,100
"152",0,4,100,100,100,96
"153",8,0,100,100,92,100
"154",14,14,100,100,86,86
"155",0,0,100,100,100,100
"156",6,0,100,100,94,100
"157",0,2,100,100,100,98
"158",0,0,100,100,100,100
"159",0,0,100,100,100,100
"160",0,0,100,100,100,100
"161",12,0,100,100,88,100
"162",0,0,100,100,100,100
"163",2,0,100,100,98,100
"164",0,0,100,100,100,100
"165",6,0,100,100,94,100
"166",2,28,100,100,98,72
"167",2,2,100,100,98,98
"168",0,4,100,100,100,96
"169",2,8,100,100,98,92
"170",0,0,100,100,100,100
"171",0,0,100,100,100,100
"172",0,2,100,100,100,98
"173",0,12,100,100,100,88
"174",0,4,100,100,100,96
"175",38,12,100,100,62,88
"176",0,0,100,100,100,100
"177",18,2,100,100,82,98
"178",6,4,100,100,94,96
"179",2,0,100,100,98,100
"180",0,18,100,100,100,82
"181",4,2,100,100,96,98
"182",0,0,100,100,100,100
"183",0,4,100,100,100,96
"184",0,2,100,100,100,98
"185",34,14,100,100,66,86
"186",4,0,100,100,96,100
"187",0,2,100,100,100,98
"188",0,0,100,100,100,100
"189",0,0,100,100,100,100
"190",4,4,100,100,96,96
"191",0,0,100,100,100,100
"192",0,4,100,100,100,96
"193",0,2,100,100,100,98
"194",0,2,100,100,100,98
"195",0,4,100,100,100,96
"196",0,0,100,100,100,100
"197",10,6,100,100,90,94
"198",0,6,100,100,100,94
"199",0,0,98,98,98,98
"200",0,0,100,100,100,100
"201",0,2,100,100,100,98
"202",4,2,100,100,96,98
"203",2,4,100,100,98,96
"204",0,0,100,100,100,100
"205",0,0,100,100,100,100
"206",0,0,100,100,100,100
"207",0,0,100,100,100,100
"208",0,0,100,100,100,100
"209",0,0,100,100,100,100
"210",0,0,100,100,100,100
"211",6,20,100,100,94,80
"212",0,0,100,100,100,100
"213",0,2,100,100,100,98
"214",0,0,100,100,100,100
"215",0,0,100,100,100,100
"216",0,0,100,100,100,100
"217",0,6,100,100,100,94
"218",10,6,100,100,90,94
"219",2,6,100,100,98,94
"220",0,2,100,100,100,98
"221",0,0,98,98,98,98
"222",8,4,100,100,92,96
"223",0,0,100,100,100,100
"224",0,6,100,100,100,94
"225",0,8,100,100,100,92
"226",14,0,100,100,86,100
"227",0,0,100,100,100,100
"228",0,0,100,100,100,100
"229",26,16,100,100,74,84
"230",0,4,100,100,100,96
"231",4,14,100,100,96,86
"232",8,34,100,100,92,66
"233",0,8,100,100,100,92
"234",0,4,100,100,100,96
"235",0,8,100,100,100,92
"236",8,0,100,100,92,100
"237",0,0,100,100,100,100
"238",0,0,100,100,100,100
"239",0,0,100,100,100,100
"240",0,12,100,100,100,88
"241",0,0,100,100,100,100
"242",0,2,100,100,100,98
"243",22,38,100,100,78,62
"244",2,0,100,100,98,100
"245",0,0,100,100,100,100
"246",0,2,100,100,100,98
"247",8,2,100,100,92,98
"248",0,6,100,100,100,94
"249",0,10,100,100,100,90
"250",34,4,100,100,66,96
"251",30,0,100,100,70,100
"252",0,0,100,100,100,100
"253",2,0,100,100,98,100
"254",0,0,100,100,100,100
"255",4,12,100,100,96,88
"256",0,2,100,100,100,98
"257",0,8,100,100,100,92
"258",2,4,100,100,98,96
"259",6,0,100,100,94,100
"260",0,10,100,100,100,90
"261",0,0,100,100,100,100
"262",0,2,100,100,100,98
"263",0,4,100,100,100,96
"264",0,0,100,100,100,100
"265",0,0,100,100,100,100
"266",2,2,100,100,98,98
"267",10,8,100,100,90,92
"268",2,12,100,100,98,88
"269",4,4,100,100,96,96
"270",0,0,100,100,100,100
"271",12,12,100,100,88,88
"272",8,14,100,100,92,86
"273",0,0,100,100,100,100
"274",4,2,100,100,96,98
"275",0,0,100,100,100,100
"276",6,0,100,100,94,100
"277",0,2,100,100,100,98
"278",0,0,100,100,100,100
"279",6,4,100,100,94,96
"280",4,12,100,100,96,88
"281",0,0,100,100,100,100
"282",8,12,100,100,92,88
"283",0,0,100,100,100,100
"284",2,0,100,100,98,100
"285",2,36,100,100,98,64
"286",0,0,100,100,100,100
"287",8,12,100,100,92,88
"288",0,8,100,100,100,92
"289",0,8,100,100,100,92
"290",0,4,100,100,100,96
"291",0,0,100,100,100,100
"292",0,2,100,100,100,98
"293",0,0,100,100,100,100
"294",0,0,100,100,100,100
"295",2,8,100,100,98,92
"296",0,0,100,100,100,100
"297",0,2,100,100,100,98
"298",28,32,100,100,72,68
"299",0,2,100,100,100,98
"300",0,0,100,100,100,100
"301",0,0,100,100,100,100
"302",0,6,100,100,100,94
"303",2,8,100,100,98,92
"304",14,8,100,100,86,92
"305",6,10,100,100,94,90
"306",2,2,100,100,98,98
"307",0,4,100,100,100,96
"308",2,2,100,100,98,98
"309",0,0,100,100,100,100
"310",2,0,100,100,98,100
"311",0,0,100,100,100,100
"312",0,0,100,100,100,100
"313",2,6,100,100,98,94
"314",0,2,100,100,100,98
"315",0,2,100,100,100,98
"316",30,16,100,100,70,84
"317",2,0,100,100,98,100
"318",0,2,100,100,100,98
"319",4,2,100,100,96,98
"320",0,2,100,100,100,98
"321",2,12,100,100,98,88
"322",8,0,100,100,92,100
"323",0,0,100,100,100,100
"324",0,0,100,100,100,100
"325",0,0,100,100,100,100
"326",0,0,100,100,100,100
"327",0,14,100,100,100,86
"328",0,0,100,100,100,100
"329",12,0,100,100,88,100
"330",0,0,100,100,100,100
"331",0,8,100,100,100,92
"332",0,0,100,100,100,100
"333",0,0,100,100,100,100
"334",0,2,100,100,100,98
"335",0,0,100,100,100,100
"336",2,0,100,100,98,100
"337",2,6,100,100,98,94
"338",0,0,100,100,100,100
"339",4,6,100,100,96,94
"340",0,0,100,100,100,100
"341",0,0,100,100,100,100
"342",0,0,100,100,100,100
"343",0,0,100,100,100,100
"344",6,10,100,100,94,90
"345",0,6,100,100,100,94
"346",4,0,100,100,96,100
"347",0,0,100,100,100,100
"348",20,2,100,100,80,98
"349",0,16,100,100,100,84
"350",0,2,100,100,100,98
"351",24,4,100,100,76,96
"352",0,10,100,100,100,90
"353",4,0,100,100,96,100
"354",0,0,100,100,100,100
"355",0,0,100,100,100,100
"356",24,0,98,98,74,98
"357",0,4,100,100,100,96
"358",0,0,100,100,100,100
"359",0,0,100,100,100,100
"360",2,0,100,100,98,100
"361",0,4,100,100,100,96
"362",0,0,100,100,100,100
"363",0,0,100,100,100,100
"364",12,6,100,100,88,94
"365",0,2,100,100,100,98
"366",0,2,100,100,100,98
"367",0,2,100,100,100,98
"368",14,4,100,100,86,96
"369",0,0,100,100,100,100
"370",0,0,100,100,100,100
"371",4,4,100,100,96,96
"372",0,4,100,100,100,96
"373",12,2,100,100,88,98
"374",2,10,100,100,98,90
"375",18,24,100,100,82,76
"376",2,2,100,100,98,98
"377",0,4,100,100,100,96
"378",0,2,100,100,100,98
"379",0,2,100,100,100,98
"380",0,0,100,100,100,100
"381",0,0,100,100,100,100
"382",0,0,100,100,100,100
"383",18,2,100,100,82,98
"384",4,0,100,100,96,100
"385",4,0,100,100,96,100
"386",6,4,100,100,94,96
"387",8,2,100,100,92,98
"388",2,0,100,100,98,100
"389",6,0,100,100,94,100
"390",4,4,100,100,96,96
"391",0,0,100,100,100,100
"392",2,8,100,100,98,92
"393",8,4,100,100,92,96
"394",0,4,100,100,100,96
"395",0,0,100,100,100,100
"396",0,6,100,100,100,94
"397",0,0,100,100,100,100
"398",0,0,100,100,100,100
"399",10,0,100,100,90,100
"400",0,0,100,100,100,100
"401",0,0,100,100,100,100
"402",0,0,100,100,100,100
"403",0,0,100,100,100,100
"404",4,6,100,100,96,94
"405",0,6,100,100,100,94
"406",0,22,100,100,100,78
"407",0,2,100,100,100,98
"408",0,0,100,100,100,100
"409",0,6,100,100,100,94
"410",0,0,100,100,100,100
"411",10,2,100,100,90,98
"412",0,6,100,100,100,94
"413",8,0,100,100,92,100
"414",0,2,100,100,100,98
"415",6,0,100,100,94,100
"416",12,10,100,100,88,90
"417",0,0,100,100,100,100
"418",0,2,100,100,100,98
"419",0,0,100,100,100,100
"420",6,0,100,100,94,100
"421",2,4,100,100,98,96
"422",0,2,100,100,100,98
"423",0,0,100,100,100,100
"424",0,8,100,100,100,92
"425",0,4,100,100,100,96
"426",0,14,100,100,100,86
"427",0,0,100,100,100,100
"428",0,0,100,100,100,100
"429",4,2,100,100,96,98
"430",6,2,100,100,94,98
"431",0,0,100,100,100,100
"432",0,2,100,100,100,98
"433",0,0,100,100,100,100
"434",0,6,100,100,100,94
"435",0,2,100,100,100,98
"436",0,2,100,100,100,98
"437",2,4,100,100,98,96
"438",0,4,100,100,100,96
"439",0,16,98,98,98,82
"440",6,4,100,100,94,96
"441",20,2,100,100,80,98
"442",8,2,98,98,90,96
"443",0,4,100,100,100,96
"444",0,2,100,100,100,98
"445",0,2,100,100,100,98
"446",0,6,100,100,100,94
"447",0,0,100,100,100,100
"448",0,2,98,98,98,96
"449",0,0,100,100,100,100
"450",2,0,100,100,98,100
"451",0,0,100,100,100,100
"452",0,0,100,100,100,100
"453",0,0,100,100,100,100
"454",0,8,100,100,100,92
"455",6,10,100,100,94,90
"456",0,0,100,100,100,100
"457",8,2,100,100,92,98
"458",0,0,100,100,100,100
"459",2,0,100,100,98,100
"460",12,0,100,100,88,100
"461",0,0,100,100,100,100
"462",0,2,100,100,100,98
"463",0,0,100,100,100,100
"464",2,0,100,100,98,100
"465",0,0,100,100,100,100
"466",0,2,100,100,100,98
"467",0,0,100,100,100,100
"468",0,0,100,100,100,100
"469",0,0,100,100,100,100
"470",2,0,100,100,98,100
"471",10,10,100,100,90,90
"472",0,0,100,100,100,100
"473",2,0,100,100,98,100
"474",0,4,100,100,100,96
"475",16,10,100,100,84,90
"476",14,2,100,100,86,98
"477",6,2,100,100,94,98
"478",0,4,100,100,100,96
"479",0,2,100,100,100,98
"480",0,4,100,100,100,96
"481",10,18,100,100,90,82
"482",0,6,100,100,100,94
"483",4,0,100,100,96,100
"484",0,0,100,100,100,100
"485",0,0,100,100,100,100
"486",8,8,100,100,92,92
"487",0,0,100,100,100,100
"488",0,0,100,100,100,100
"489",0,8,100,100,100,92
"490",0,2,100,100,100,98
"491",0,6,100,100,100,94
"492",0,0,100,100,100,100
"493",4,8,100,100,96,92
"494",0,4,100,100,100,96
"495",8,2,100,100,92,98
"496",0,4,100,100,100,96
"497",2,0,100,100,98,100
"498",0,0,100,100,100,100
"499",2,2,100,100,98,98
"500",0,0,100,100,100,100
"501",0,0,100,100,100,100
"502",0,0,100,100,100,100
"503",0,0,100,100,100,100
"504",0,0,100,100,100,100
"505",0,2,100,100,100,98
"506",0,6,100,100,100,94
"507",28,16,100,100,72,84
"508",0,4,100,100,100,96
"509",0,0,100,100,100,100
"510",0,10,98,98,98,88
"511",6,0,100,100,94,100
"512",0,0,100,100,100,100
"513",0,0,100,100,100,100
"514",0,4,100,100,100,96
"515",8,0,100,100,92,100
"516",0,6,100,100,100,94
"517",6,2,100,100,94,98
"518",0,0,100,100,100,100
"519",0,0,100,100,100,100
"520",0,2,100,100,100,98
"521",0,2,100,100,100,98
"522",2,4,100,100,98,96
"523",0,4,100,100,100,96
"524",0,2,100,100,100,98
"525",0,2,100,100,100,98
"526",0,0,100,100,100,100
"527",0,2,100,100,100,98
"528",2,4,100,100,98,96
"529",0,0,100,100,100,100
"530",4,6,100,100,96,94
"531",0,0,100,100,100,100
"532",0,20,100,100,100,80
"533",4,0,100,100,96,100
"534",6,2,100,100,94,98
"535",0,8,100,100,100,92
"536",0,0,100,100,100,100
"537",4,0,100,100,96,100
"538",6,8,100,100,94,92
"539",0,0,100,100,100,100
"540",8,8,100,100,92,92
"541",4,0,100,100,96,100
"542",0,0,100,100,100,100
"543",2,0,100,100,98,100
"544",0,10,100,100,100,90
"545",0,4,100,100,100,96
"546",0,0,100,100,100,100
"547",0,4,100,100,100,96
"548",0,6,100,100,100,94
"549",0,4,100,100,100,96
"550",0,16,100,100,100,84
"551",8,0,100,100,92,100
"552",0,0,100,100,100,100
"553",10,4,100,100,90,96
"554",0,0,100,100,100,100
"555",0,2,100,100,100,98
"556",0,0,100,100,100,100
"557",4,4,100,100,96,96
"558",2,2,100,100,98,98
"559",0,0,100,100,100,100
"560",10,0,100,100,90,100
"561",2,0,100,100,98,100
"562",0,2,100,100,100,98
"563",0,14,100,100,100,86
"564",0,14,100,100,100,86
"565",8,32,100,100,92,68
"566",0,6,100,100,100,94
"567",0,0,100,100,100,100
"568",2,0,100,100,98,100
"569",6,0,100,100,94,100
"570",0,0,100,100,100,100
"571",2,2,98,98,96,96
"572",0,0,100,100,100,100
"573",0,0,100,100,100,100
"574",4,12,100,100,96,88
"575",12,0,100,100,88,100
"576",0,2,100,100,100,98
"577",0,6,100,100,100,94
"578",0,0,98,98,98,98
"579",20,6,100,100,80,94
"580",2,0,100,100,98,100
"581",0,0,100,100,100,100
"582",6,12,100,100,94,88
"583",0,2,100,100,100,98
"584",0,0,100,100,100,100
"585",0,0,100,100,100,100
"586",2,0,100,100,98,100
"587",10,18,100,100,90,82
"588",0,2,100,100,100,98
"589",0,12,100,100,100,88
"590",0,0,100,100,100,100
"591",0,2,100,100,100,98
"592",2,2,100,100,98,98
"593",0,8,100,100,100,92
"594",0,4,100,100,100,96
"595",2,10,100,100,98,90
"596",10,14,100,100,90,86
"597",0,18,100,100,100,82
"598",4,4,100,100,96,96
"599",0,10,100,100,100,90
"600",2,0,100,100,98,100
"601",0,0,100,100,100,100
"602",0,2,100,100,100,98
"603",2,0,100,100,98,100
"604",0,0,98,98,98,98
"605",2,6,100,100,98,94
"606",0,2,100,100,100,98
"607",2,0,100,100,98,100
"608",0,0,100,100,100,100
"609",0,0,100,100,100,100
"610",10,8,100,100,90,92
"611",2,4,100,100,98,96
"612",0,0,100,100,100,100
"613",4,2,100,100,96,98
"614",0,0,100,100,100,100
"615",0,8,98,98,98,90
"616",0,0,100,100,100,100
"617",0,4,100,100,100,96
"618",0,0,98,98,98,98
"619",0,18,100,100,100,82
"620",2,2,100,100,98,98
"621",0,0,100,100,100,100
"622",0,0,100,100,100,100
"623",0,4,100,100,100,96
"624",2,26,100,100,98,74
"625",0,8,100,100,100,92
"626",0,4,100,100,100,96
"627",0,4,100,100,100,96
"628",0,6,100,100,100,94
"629",0,2,100,100,100,98
"630",0,0,100,100,100,100
"631",10,2,100,100,90,98
"632",0,0,100,100,100,100
"633",0,4,100,100,100,96
"634",2,2,100,100,98,98
"635",0,0,100,100,100,100
"636",0,4,100,100,100,96
"637",8,0,100,100,92,100
"638",0,0,100,100,100,100
"639",0,0,100,100,100,100
"640",0,12,100,100,100,88
"641",0,4,100,100,100,96
"642",4,16,100,100,96,84
"643",4,2,98,98,94,96
"644",0,2,100,100,100,98
"645",20,18,98,98,78,80
"646",6,18,100,100,94,82
"647",0,0,100,100,100,100
"648",0,0,100,100,100,100
"649",0,0,100,100,100,100
"650",0,4,100,100,100,96
"651",0,0,100,100,100,100
"652",0,0,100,100,100,100
"653",2,0,100,100,98,100
"654",0,0,100,100,100,100
"655",0,6,100,100,100,94
"656",0,0,100,100,100,100
"657",0,0,100,100,100,100
"658",0,0,100,100,100,100
"659",0,0,100,100,100,100
"660",2,8,100,100,98,92
"661",4,2,100,100,96,98
"662",0,0,100,100,100,100
"663",0,2,100,100,100,98
"664",0,0,100,100,100,100
"665",0,0,100,100,100,100
"666",0,6,100,100,100,94
"667",0,2,100,100,100,98
"668",0,8,100,100,100,92
"669",0,0,100,100,100,100
"670",0,2,100,100,100,98
"671",0,0,100,100,100,100
"672",26,2,100,100,74,98
"673",0,2,100,100,100,98
"674",0,2,100,100,100,98
"675",0,0,100,100,100,100
"676",2,2,100,100,98,98
"677",0,18,100,100,100,82
"678",2,8,100,100,98,92
"679",0,0,100,100,100,100
"680",10,2,100,100,90,98
"681",0,0,98,98,98,98
"682",0,0,100,100,100,100
"683",0,0,100,100,100,100
"684",0,2,100,100,100,98
"685",0,8,100,100,100,92
"686",0,4,100,100,100,96
"687",10,18,100,100,90,82
"688",0,0,100,100,100,100
"689",4,0,100,100,96,100
"690",2,6,100,100,98,94
"691",4,0,100,100,96,100
"692",12,4,100,100,88,96
"693",6,0,100,100,94,100
"694",22,2,98,98,76,96
"695",0,2,100,100,100,98
"696",2,10,100,100,98,90
"697",16,0,100,100,84,100
"698",2,0,98,98,96,98
"699",0,6,100,100,100,94
"700",0,0,100,100,100,100
"701",0,0,100,100,100,100
"702",2,0,100,100,98,100
"703",0,0,100,100,100,100
"704",2,0,100,100,98,100
"705",0,0,100,100,100,100
"706",0,0,100,100,100,100
"707",0,4,100,100,100,96
"708",2,2,100,100,98,98
"709",0,6,100,100,100,94
"710",2,4,100,100,98,96
"711",0,0,100,100,100,100
"712",0,0,100,100,100,100
"713",0,0,100,100,100,100
"714",0,4,100,100,100,96
"715",6,4,100,100,94,96
"716",2,4,100,100,98,96
"717",0,0,100,100,100,100
"718",0,0,100,100,100,100
"719",2,14,100,100,98,86
"720",0,4,100,100,100,96
"721",2,4,100,100,98,96
"722",2,8,100,100,98,92
"723",2,0,100,100,98,100
"724",0,0,98,98,98,98
"725",0,0,100,100,100,100
"726",2,10,100,100,98,90
"727",0,2,100,100,100,98
"728",0,2,100,100,100,98
"729",0,0,100,100,100,100
"730",0,0,100,100,100,100
"731",0,0,100,100,100,100
"732",14,0,100,100,86,100
"733",0,4,100,100,100,96
"734",6,0,100,100,94,100
"735",0,0,100,100,100,100
"736",0,4,100,100,100,96
"737",0,8,100,100,100,92
"738",6,8,100,100,94,92
"739",0,2,100,100,100,98
"740",6,0,100,100,94,100
"741",0,0,100,100,100,100
"742",2,0,100,100,98,100
"743",2,0,100,100,98,100
"744",6,10,98,98,92,88
"745",0,2,100,100,100,98
"746",0,0,100,100,100,100
"747",0,0,100,100,100,100
"748",0,0,100,100,100,100
"749",4,6,100,100,96,94
"750",10,0,100,100,90,100
"751",0,2,100,100,100,98
"752",2,0,100,100,98,100
"753",0,0,100,100,100,100
"754",0,8,100,100,100,92
"755",0,2,100,100,100,98
"756",0,2,100,100,100,98
"757",0,10,100,100,100,90
"758",0,8,100,100,100,92
"759",2,6,100,100,98,94
"760",0,0,100,100,100,100
"761",2,0,100,100,98,100
"762",6,12,100,100,94,88
"763",0,2,100,100,100,98
"764",0,0,100,100,100,100
"765",0,18,100,100,100,82
"766",2,0,100,100,98,100
"767",2,2,100,100,98,98
"768",0,0,100,100,100,100
"769",0,2,100,100,100,98
"770",0,0,100,100,100,100
"771",0,0,100,100,100,100
"772",8,4,100,100,92,96
"773",10,8,100,100,90,92
"774",10,10,100,100,90,90
"775",6,2,100,100,94,98
"776",4,12,100,100,96,88
"777",8,2,100,100,92,98
"778",0,10,100,100,100,90
"779",8,0,100,100,92,100
"780",4,0,100,100,96,100
"781",0,8,100,100,100,92
"782",0,0,100,100,100,100
"783",4,2,100,100,96,98
"784",0,0,100,100,100,100
"785",0,2,100,100,100,98
"786",10,4,100,100,90,96
"787",2,6,100,100,98,94
"788",2,14,100,100,98,86
"789",4,0,100,100,96,100
"790",0,2,100,100,100,98
"791",0,10,100,100,100,90
"792",14,2,100,100,86,98
"793",0,4,100,100,100,96
"794",2,2,100,100,98,98
"795",0,0,98,98,98,98
"796",2,0,100,100,98,100
"797",4,4,100,100,96,96
"798",0,2,100,100,100,98
"799",0,0,100,100,100,100
"800",0,16,98,98,98,82
"801",4,4,100,100,96,96
"802",2,0,100,100,98,100
"803",6,2,100,100,94,98
"804",0,0,100,100,100,100
"805",2,4,100,100,98,96
"806",0,2,100,100,100,98
"807",0,0,100,100,100,100
"808",0,6,100,100,100,94
"809",6,0,100,100,94,100
"810",0,0,100,100,100,100
"811",0,0,100,100,100,100
"812",18,4,100,100,82,96
"813",24,18,100,100,76,82
"814",0,0,100,100,100,100
"815",0,0,100,100,100,100
"816",2,8,100,100,98,92
"817",4,2,100,100,96,98
"818",4,0,100,100,96,100
"819",0,14,100,100,100,86
"820",0,0,100,100,100,100
"821",24,0,100,100,76,100
"822",0,0,100,100,100,100
"823",0,0,100,100,100,100
"824",0,2,100,100,100,98
"825",2,2,100,100,98,98
"826",2,0,100,100,98,100
"827",4,14,100,100,96,86
"828",0,0,100,100,100,100
"829",0,0,100,100,100,100
"830",4,0,100,100,96,100
"831",2,0,100,100,98,100
"832",6,0,100,100,94,100
"833",4,0,100,100,96,100
"834",8,0,100,100,92,100
"835",0,6,100,100,100,94
"836",0,0,100,100,100,100
"837",0,6,100,100,100,94
"838",0,6,98,98,98,92
"839",0,0,100,100,100,100
"840",0,0,100,100,100,100
"841",6,0,100,100,94,100
"842",0,0,100,100,100,100
"843",6,2,100,100,94,98
"844",0,0,100,100,100,100
"845",2,18,100,100,98,82
"846",14,16,100,100,86,84
"847",2,0,98,98,96,98
"848",6,0,100,100,94,100
"849",0,0,100,100,100,100
"850",4,4,100,100,96,96
"851",0,0,100,100,100,100
"852",6,2,100,100,94,98
"853",0,8,100,100,100,92
"854",4,2,100,100,96,98
"855",8,12,100,100,92,88
"856",4,0,100,100,96,100
"857",0,10,100,100,100,90
"858",0,0,100,100,100,100
"859",0,0,100,100,100,100
"860",0,0,100,100,100,100
"861",20,42,100,100,80,58
"862",0,0,100,100,100,100
"863",0,0,100,100,100,100
"864",0,0,100,100,100,100
"865",0,8,100,100,100,92
"866",0,0,100,100,100,100
"867",0,4,100,100,100,96
"868",0,0,100,100,100,100
"869",12,0,100,100,88,100
"870",2,14,100,100,98,86
"871",0,0,100,100,100,100
"872",0,2,100,100,100,98
"873",2,8,100,100,98,92
"874",0,0,100,100,100,100
"875",2,0,100,100,98,100
"876",14,0,100,100,86,100
"877",0,2,100,100,100,98
"878",4,2,98,98,94,96
"879",4,0,100,100,96,100
"880",0,0,100,100,100,100
"881",0,6,100,100,100,94
"882",0,0,100,100,100,100
"883",2,0,100,100,98,100
"884",0,2,100,100,100,98
"885",0,0,100,100,100,100
"886",12,18,100,100,88,82
"887",0,0,100,100,100,100
"888",2,0,100,100,98,100
"889",0,4,100,100,100,96
"890",0,0,100,100,100,100
"891",8,24,100,100,92,76
"892",0,0,100,100,100,100
"893",4,2,100,100,96,98
"894",0,0,100,100,100,100
"895",0,0,100,100,100,100
"896",8,2,100,100,92,98
"897",0,10,100,100,100,90
"898",2,4,100,100,98,96
"899",16,16,100,100,84,84
"900",0,4,100,100,100,96
"901",4,16,100,100,96,84
"902",0,2,98,98,98,96
"903",8,0,100,100,92,100
"904",0,0,100,100,100,100
"905",20,0,100,100,80,100
"906",0,2,100,100,100,98
"907",4,16,100,100,96,84
"908",2,10,100,100,98,90
"909",2,0,100,100,98,100
"910",6,0,100,100,94,100
"911",0,6,100,100,100,94
"912",0,6,100,100,100,94
"913",0,0,100,100,100,100
"914",4,0,100,100,96,100
"915",0,10,100,100,100,90
"916",0,0,100,100,100,100
"917",0,0,100,100,100,100
"918",0,0,100,100,100,100
"919",0,2,100,100,100,98
"920",0,0,100,100,100,100
"921",0,0,100,100,100,100
