"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",0,2,98,98,98,96
"2",0,2,98,98,98,96
"3",2,12,96,96,94,84
"4",16,4,100,100,84,96
"5",0,6,100,100,100,94
"6",0,0,98,98,98,98
"7",0,0,98,98,98,98
"8",4,0,96,96,92,96
"9",0,0,98,98,98,98
"10",2,0,100,100,98,100
"11",0,0,100,100,100,100
"12",0,0,100,100,100,100
"13",0,2,100,100,100,98
"14",0,6,100,100,100,94
"15",0,0,100,100,100,100
"16",0,0,100,100,100,100
"17",0,0,100,100,100,100
"18",0,0,100,100,100,100
"19",0,0,100,100,100,100
"20",0,0,100,100,100,100
"21",0,2,100,100,100,98
"22",10,4,100,100,90,96
"23",0,2,98,98,98,96
"24",0,2,98,98,98,96
"25",0,0,98,98,98,98
"26",0,0,100,100,100,100
"27",36,10,98,98,62,88
"28",0,12,98,98,98,86
"29",0,2,100,100,100,98
"30",22,0,98,98,76,98
"31",4,6,98,98,94,92
"32",2,2,100,100,98,98
"33",0,10,100,100,100,90
"34",0,0,94,94,94,94
"35",0,2,100,100,100,98
"36",2,0,98,98,96,98
"37",2,4,100,100,98,96
"38",0,0,100,100,100,100
"39",0,0,98,98,98,98
"40",0,0,98,98,98,98
"41",8,12,100,100,92,88
"42",0,0,98,98,98,98
"43",0,2,100,100,100,98
"44",0,2,100,100,100,98
"45",8,6,100,100,92,94
"46",0,0,92,92,92,92
"47",0,0,100,100,100,100
"48",4,0,100,100,96,100
"49",18,2,100,100,82,98
"50",2,8,98,98,96,90
"51",0,0,100,100,100,100
"52",0,4,98,98,98,94
"53",0,0,98,98,98,98
"54",2,6,100,100,98,94
"55",0,0,94,94,94,94
"56",6,0,98,98,92,98
"57",0,2,98,98,98,96
"58",0,0,100,100,100,100
"59",4,18,98,98,94,80
"60",0,0,100,100,100,100
"61",0,0,96,96,96,96
"62",6,0,98,98,92,98
"63",14,0,98,98,84,98
"64",0,2,100,100,100,98
"65",0,14,98,98,98,84
"66",0,2,100,100,100,98
"67",0,0,100,100,100,100
"68",6,0,98,98,92,98
"69",0,0,98,98,98,98
"70",0,0,100,100,100,100
"71",0,8,98,98,98,90
"72",8,2,100,100,92,98
"73",0,0,98,98,98,98
"74",18,0,100,100,82,100
"75",0,0,94,94,94,94
"76",0,0,100,100,100,100
"77",0,0,100,100,100,100
"78",4,12,100,100,96,88
"79",0,2,100,100,100,98
"80",0,0,98,98,98,98
"81",2,2,98,98,96,96
"82",2,10,98,98,96,88
"83",14,0,96,96,82,96
"84",6,6,100,100,94,94
"85",10,4,100,100,90,96
"86",0,2,98,98,98,96
"87",2,4,100,100,98,96
"88",0,2,100,100,100,98
"89",0,0,100,100,100,100
"90",0,2,100,100,100,98
"91",4,8,100,100,96,92
"92",0,0,98,98,98,98
"93",12,0,100,100,88,100
"94",0,0,100,100,100,100
"95",0,2,100,100,100,98
"96",22,4,98,98,76,94
"97",2,0,98,98,96,98
"98",4,6,98,98,94,92
"99",0,0,100,100,100,100
"100",4,6,100,100,96,94
"101",4,12,100,100,96,88
"102",0,0,98,98,98,98
"103",2,0,98,98,96,98
"104",8,0,100,100,92,100
"105",0,0,100,100,100,100
"106",0,2,98,96,98,94
"107",0,0,98,98,98,98
"108",0,0,100,100,100,100
"109",0,4,100,100,100,96
"110",0,2,96,96,96,94
"111",0,0,100,100,100,100
"112",0,0,98,98,98,98
"113",0,0,94,92,94,92
"114",0,0,100,100,100,100
"115",0,2,100,100,100,98
"116",4,4,100,100,96,96
"117",2,16,98,98,96,82
"118",0,0,100,100,100,100
"119",0,8,98,100,98,92
"120",0,0,100,100,100,100
"121",20,4,96,96,76,92
"122",0,12,100,100,100,88
"123",0,0,98,98,98,98
"124",0,0,100,100,100,100
"125",0,0,98,98,98,98
"126",0,28,100,100,100,72
"127",0,6,100,100,100,94
"128",0,6,98,98,98,92
"129",0,14,100,100,100,86
"130",2,2,100,100,98,98
"131",6,2,100,100,94,98
"132",0,0,100,98,100,98
"133",0,0,100,100,100,100
"134",0,0,100,100,100,100
"135",4,0,100,100,96,100
"136",2,0,98,98,96,98
"137",6,0,100,100,94,100
"138",8,16,98,98,90,82
"139",0,12,100,100,100,88
"140",0,4,100,100,100,96
"141",0,0,100,100,100,100
"142",2,4,98,98,96,94
