"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",2,4,98,98,96,94
"2",0,0,100,100,100,100
"3",0,4,98,98,98,94
"4",0,2,96,94,96,92
"5",0,0,98,100,98,100
"6",0,0,100,98,100,98
"7",0,0,88,90,88,90
"8",6,0,96,96,90,96
"9",2,0,100,100,98,100
"10",2,0,100,100,98,100
"11",6,4,92,92,86,88
"12",0,4,98,96,98,92
"13",2,14,100,100,98,86
"14",10,0,100,100,90,100
"15",0,0,96,96,96,96
"16",4,2,96,96,92,94
"17",0,0,94,94,94,94
"18",0,12,98,98,98,86
"19",0,4,92,90,92,86
"20",0,0,96,98,96,98
"21",0,0,100,100,100,100
"22",0,4,98,96,98,92
"23",0,0,100,100,100,100
"24",0,0,96,96,96,96
"25",6,0,94,94,88,94
"26",0,0,98,98,98,98
"27",2,0,100,100,98,100
"28",0,0,98,98,98,98
"29",0,0,98,98,98,98
"30",0,0,98,98,98,98
"31",0,2,98,98,98,96
"32",0,2,96,96,96,94
"33",0,0,98,100,98,100
"34",0,0,94,94,94,94
"35",0,2,100,100,100,98
"36",0,0,100,100,100,100
"37",0,0,96,96,96,96
"38",0,0,98,98,98,98
"39",8,0,96,96,88,96
"40",2,4,100,100,98,96
"41",2,0,96,96,94,96
"42",0,0,94,94,94,94
"43",4,0,100,100,96,100
"44",14,0,100,100,86,100
"45",0,2,92,92,92,90
"46",0,6,100,98,100,92
"47",0,2,100,100,100,98
"48",2,6,92,92,90,86
"49",0,16,100,100,100,84
"50",30,20,100,100,70,80
"51",0,0,92,92,92,92
"52",0,0,96,96,96,96
"53",0,0,100,100,100,100
"54",2,0,98,98,96,98
"55",0,10,100,100,100,90
"56",0,6,98,96,98,90
"57",4,0,100,100,96,100
"58",0,2,96,96,96,94
"59",0,0,98,98,98,98
"60",0,10,96,96,96,86
"61",2,0,98,98,96,98
"62",6,12,100,100,94,88
"63",0,4,98,98,98,94
"64",0,0,96,98,96,98
"65",0,0,100,98,100,98
"66",0,4,100,100,100,96
"67",0,0,98,98,98,98
"68",0,2,100,100,100,98
"69",0,2,98,98,98,96
"70",4,6,98,98,94,92
"71",0,0,98,98,98,98
"72",0,0,100,100,100,100
"73",2,0,98,98,96,98
"74",0,0,100,100,100,100
"75",4,2,100,100,96,98
"76",4,0,98,98,94,98
"77",0,22,92,92,92,70
"78",0,0,96,96,96,96
"79",4,2,100,100,96,98
"80",0,2,94,94,94,92
"81",0,0,96,96,96,96
"82",0,0,92,92,92,92
"83",0,0,98,96,98,96
"84",0,0,100,100,100,100
"85",0,12,94,94,94,82
"86",0,0,96,96,96,96
"87",2,0,92,92,90,92
"88",0,6,100,100,100,94
"89",0,0,90,92,90,92
"90",0,0,96,98,96,98
"91",8,8,98,98,90,90
"92",2,0,96,96,94,96
"93",0,0,96,98,96,98
"94",2,0,96,96,94,96
"95",0,4,96,94,96,90
"96",0,0,98,98,98,98
"97",0,0,98,98,98,98
"98",0,10,98,98,98,88
"99",2,4,100,100,98,96
"100",12,2,100,100,88,98
"101",0,0,96,96,96,96
"102",0,2,100,100,100,98
"103",0,0,96,96,96,96
"104",2,4,98,98,96,94
"105",2,2,96,96,94,94
"106",0,0,96,96,96,96
"107",8,0,98,98,90,98
"108",0,2,96,96,96,94
"109",14,34,98,100,84,66
"110",0,0,100,100,100,100
"111",0,2,98,98,98,96
"112",0,2,100,100,100,98
"113",0,0,100,100,100,100
"114",0,8,100,100,100,92
"115",0,0,100,100,100,100
"116",2,4,100,98,98,94
"117",8,0,94,94,86,94
"118",0,0,94,92,94,92
"119",0,0,96,98,96,98
"120",0,0,98,98,98,98
"121",2,0,94,94,92,94
"122",0,2,100,100,100,98
"123",0,0,100,100,100,100
"124",0,0,96,96,96,96
"125",0,2,94,96,94,94
"126",2,0,100,100,98,100
"127",2,2,100,100,98,98
"128",0,0,100,100,100,100
"129",0,0,92,92,92,92
"130",0,0,100,100,100,100
"131",0,2,94,94,94,92
"132",4,0,100,100,96,100
"133",0,10,94,94,94,84
"134",10,8,96,98,86,90
"135",0,6,100,100,100,94
"136",0,0,100,100,100,100
"137",0,0,94,96,94,96
"138",0,0,94,94,94,94
"139",0,2,98,98,98,96
"140",6,0,100,100,94,100
"141",0,0,98,100,98,100
"142",0,8,96,98,96,90
"143",0,0,90,90,90,90
"144",2,4,88,90,86,86
"145",0,0,90,90,90,90
"146",0,2,98,98,98,96
"147",0,4,100,100,100,96
"148",0,4,98,98,98,94
"149",0,10,98,98,98,88
"150",18,0,100,100,82,100
"151",0,0,96,96,96,96
"152",0,0,100,100,100,100
"153",2,2,100,100,98,98
"154",0,0,96,96,96,96
"155",6,0,94,94,88,94
"156",0,10,96,96,96,86
"157",12,2,96,96,84,94
"158",4,4,98,98,94,94
"159",6,22,100,100,94,78
"160",0,0,96,98,96,98
"161",16,0,98,98,82,98
"162",0,2,98,100,98,98
"163",4,10,98,96,94,86
"164",0,14,100,100,100,86
"165",0,12,96,96,96,84
"166",0,0,96,96,96,96
"167",2,0,92,92,90,92
"168",0,0,98,98,98,98
"169",0,4,90,90,90,86
"170",0,6,100,100,100,94
"171",0,0,98,98,98,98
"172",12,10,96,96,84,86
"173",0,0,100,100,100,100
"174",0,6,96,96,96,90
"175",0,6,100,100,100,94
"176",0,4,100,100,100,96
"177",12,12,100,100,88,88
"178",0,0,100,100,100,100
"179",6,0,90,90,84,90
"180",0,2,92,92,92,90
"181",0,24,88,90,88,66
"182",0,0,100,100,100,100
"183",0,0,100,98,100,98
"184",0,8,96,96,96,88
"185",0,0,100,100,100,100
"186",4,10,98,100,94,90
"187",0,4,100,100,100,96
"188",0,4,88,88,88,84
"189",12,12,100,98,88,86
"190",0,4,98,98,98,94
"191",12,22,92,92,80,70
"192",0,0,98,98,98,98
"193",0,0,100,100,100,100
"194",0,0,96,94,96,94
"195",0,2,92,92,92,90
"196",0,0,98,98,98,98
"197",10,20,94,94,84,74
"198",0,0,98,98,98,98
"199",0,2,98,98,98,96
"200",0,0,100,100,100,100
"201",0,0,100,100,100,100
"202",0,2,92,94,92,92
"203",0,0,100,100,100,100
"204",4,4,100,100,96,96
"205",0,0,94,94,94,94
"206",0,0,94,94,94,94
"207",0,2,96,98,96,96
"208",10,2,98,98,88,96
"209",0,2,88,88,88,86
"210",0,0,96,96,96,96
"211",0,2,100,100,100,98
"212",12,14,98,98,86,84
"213",0,12,94,94,94,82
"214",0,10,90,90,90,80
"215",4,0,100,100,96,100
"216",0,4,96,96,96,92
"217",22,26,98,100,76,74
"218",0,0,94,96,94,96
"219",0,4,100,100,100,96
"220",0,0,90,90,90,90
"221",0,4,94,96,94,92
"222",12,2,100,100,88,98
"223",0,0,90,90,90,90
"224",0,4,94,94,94,90
"225",0,0,98,98,98,98
"226",0,0,100,100,100,100
"227",0,0,100,100,100,100
"228",0,0,96,96,96,96
"229",0,0,100,100,100,100
"230",0,0,96,96,96,96
"231",2,0,96,96,94,96
"232",0,0,100,100,100,100
"233",0,6,100,100,100,94
"234",0,2,96,96,96,94
"235",0,14,90,88,90,74
"236",6,0,96,96,90,96
"237",0,0,100,100,100,100
"238",0,10,94,94,94,84
"239",0,0,92,92,92,92
"240",6,0,92,90,86,90
"241",0,0,96,96,96,96
"242",0,0,92,92,92,92
"243",0,2,94,94,94,92
"244",0,12,96,96,96,84
"245",0,0,98,98,98,98
"246",0,4,92,92,92,88
"247",0,2,94,94,94,92
"248",0,2,100,100,100,98
"249",0,0,98,98,98,98
"250",0,0,96,96,96,96
"251",0,0,96,96,96,96
"252",0,0,98,98,98,98
"253",14,2,92,92,78,90
"254",0,0,98,98,98,98
"255",6,0,100,100,94,100
"256",2,0,94,94,92,94
"257",2,2,92,90,90,88
"258",0,0,92,92,92,92
"259",0,0,96,96,96,96
"260",0,2,96,96,96,94
"261",6,4,100,100,94,96
"262",14,6,100,100,86,94
"263",0,0,100,100,100,100
"264",0,0,100,100,100,100
"265",0,0,100,100,100,100
"266",0,0,100,100,100,100
"267",10,20,92,92,82,72
"268",2,2,98,98,96,96
"269",6,10,100,100,94,90
"270",0,0,98,98,98,98
"271",6,0,96,96,90,96
"272",0,0,100,100,100,100
"273",0,0,98,98,98,98
"274",0,0,96,96,96,96
"275",0,2,100,100,100,98
"276",2,6,88,88,86,82
"277",0,0,100,100,100,100
"278",0,0,94,94,94,94
"279",0,4,90,90,90,86
"280",10,18,94,94,84,76
"281",0,6,100,100,100,94
"282",6,4,98,98,92,94
"283",0,2,100,98,100,96
"284",0,2,94,94,94,92
"285",2,2,88,88,86,86
"286",0,0,94,94,94,94
"287",0,0,98,98,98,98
"288",0,2,96,96,96,94
"289",2,8,98,98,96,90
"290",8,2,98,98,90,96
"291",0,0,98,98,98,98
"292",12,0,96,96,84,96
"293",0,0,98,98,98,98
"294",0,0,96,96,96,96
"295",0,0,98,98,98,98
"296",0,0,98,98,98,98
"297",0,0,98,98,98,98
"298",0,0,98,98,98,98
"299",0,0,100,100,100,100
"300",0,0,92,92,92,92
"301",0,0,100,100,100,100
"302",2,24,100,100,98,76
"303",0,0,100,100,100,100
"304",20,0,100,100,80,100
"305",0,0,96,96,96,96
"306",0,4,100,100,100,96
"307",0,2,100,100,100,98
"308",2,2,98,98,96,96
"309",2,2,96,96,94,94
"310",0,0,100,100,100,100
"311",14,16,100,100,86,84
"312",2,4,98,98,96,94
"313",0,2,94,94,94,92
"314",0,0,94,94,94,94
"315",6,2,98,98,92,96
"316",0,0,96,96,96,96
"317",2,4,100,98,98,94
"318",0,0,100,100,100,100
"319",0,0,98,98,98,98
"320",0,0,100,100,100,100
"321",0,2,100,100,100,98
"322",0,2,98,96,98,94
"323",0,2,86,88,86,86
"324",2,2,98,98,96,96
"325",2,10,98,98,96,88
"326",8,0,96,98,88,98
"327",8,12,90,90,82,78
"328",0,0,90,90,90,90
"329",0,0,92,92,92,92
"330",2,12,100,100,98,88
"331",6,4,92,92,86,88
"332",0,6,100,100,100,94
"333",0,0,98,98,98,98
"334",0,0,98,98,98,98
"335",0,0,100,100,100,100
"336",0,0,96,94,96,94
"337",0,0,96,96,96,96
"338",0,0,100,100,100,100
"339",0,0,94,96,94,96
"340",0,10,96,98,96,88
"341",4,4,98,98,94,94
"342",2,10,98,98,96,88
