"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",0,0,100,100,100,100
"2",4,1,100,100,96,99
"3",14,1,100,100,86,99
"4",3,2,99,99,96,97
"5",0,1,100,100,100,99
"6",0,12,100,100,100,88
"7",0,0,100,100,100,100
"8",0,5,100,100,100,95
"9",2,0,99,99,97,99
"10",0,0,100,100,100,100
"11",2,0,100,100,98,100
"12",5,0,100,100,95,100
"13",0,2,98,98,98,96
"14",0,4,99,99,99,95
"15",3,2,98,98,95,96
"16",0,2,100,100,100,98
"17",15,18,100,100,85,82
"18",1,6,100,100,99,94
"19",4,4,100,100,96,96
"20",0,0,99,99,99,99
"21",10,5,100,100,90,95
"22",49,0,100,100,51,100
"23",0,9,100,100,100,91
"24",13,9,100,100,87,91
"25",0,2,100,100,100,98
"26",0,9,99,99,99,90
"27",2,10,100,100,98,90
"28",0,0,100,100,100,100
"29",0,6,100,100,100,94
"30",9,30,100,100,91,70
"31",0,0,100,100,100,100
"32",1,1,99,99,98,98
"33",7,29,100,100,93,71
"34",26,4,99,99,73,95
"35",0,1,100,100,100,99
"36",0,2,98,98,98,96
"37",24,14,100,100,76,86
"38",0,9,100,100,100,91
"39",0,2,100,100,100,98
"40",9,4,100,100,91,96
"41",0,3,100,100,100,97
"42",0,5,100,100,100,95
"43",0,12,98,98,98,86
"44",20,18,97,97,77,79
"45",0,0,100,100,100,100
"46",1,0,100,100,99,100
"47",5,4,100,100,95,96
"48",1,19,100,100,99,81
"49",0,1,100,100,100,99
"50",0,0,99,99,99,99
"51",1,0,100,100,99,100
"52",0,8,100,100,100,92
"53",0,8,100,100,100,92
"54",0,2,100,100,100,98
"55",7,0,100,100,93,100
"56",0,0,100,100,100,100
"57",4,15,100,100,96,85
"58",0,2,100,100,100,98
"59",0,7,100,100,100,93
"60",0,0,100,100,100,100
"61",1,0,100,100,99,100
"62",0,0,100,100,100,100
"63",25,0,100,100,75,100
"64",20,5,100,100,80,95
"65",5,1,100,100,95,99
"66",14,2,100,100,86,98
"67",0,0,100,100,100,100
"68",0,12,100,100,100,88
"69",0,9,100,100,100,91
"70",5,15,100,100,95,85
"71",6,0,100,100,94,100
"72",12,7,99,99,87,92
"73",0,0,99,99,99,99
"74",18,24,100,100,82,76
"75",1,3,99,99,98,96
"76",0,0,100,100,100,100
"77",0,3,99,99,99,96
"78",8,1,100,100,92,99
"79",20,19,100,100,80,81
"80",5,0,100,100,95,100
"81",7,1,100,100,93,99
"82",0,2,100,100,100,98
"83",1,1,99,99,98,98
"84",0,0,99,99,99,99
"85",44,0,100,100,56,100
"86",0,1,100,100,100,99
"87",6,24,100,100,94,76
"88",36,1,100,100,64,99
"89",1,12,100,100,99,88
"90",2,19,100,100,98,81
"91",0,29,100,100,100,71
"92",0,5,100,100,100,95
"93",1,0,100,100,99,100
"94",0,2,100,100,100,98
"95",9,0,100,100,91,100
"96",0,0,100,100,100,100
"97",0,0,100,100,100,100
"98",6,9,100,100,94,91
"99",4,23,100,100,96,77
"100",2,0,100,100,98,100
"101",1,8,100,100,99,92
"102",2,0,99,99,97,99
"103",1,0,100,100,99,100
"104",0,1,96,96,96,95
"105",0,1,100,100,100,99
"106",0,1,100,100,100,99
"107",12,10,100,100,88,90
"108",9,1,99,99,90,98
"109",1,3,100,100,99,97
"110",5,7,99,99,94,92
"111",0,6,100,100,100,94
"112",0,0,100,100,100,100
"113",5,5,100,100,95,95
"114",2,2,100,100,98,98
"115",0,0,100,100,100,100
"116",1,1,100,100,99,99
"117",3,9,100,100,97,91
"118",16,0,100,100,84,100
"119",4,0,98,98,94,98
"120",8,5,100,100,92,95
"121",5,0,100,100,95,100
"122",1,8,100,100,99,92
"123",4,0,100,100,96,100
"124",0,2,100,100,100,98
"125",11,0,100,100,89,100
"126",0,0,100,100,100,100
"127",0,2,98,98,98,96
"128",0,0,98,98,98,98
"129",1,5,100,100,99,95
"130",14,3,100,100,86,97
"131",0,2,100,100,100,98
"132",9,0,100,100,91,100
"133",61,14,100,100,39,86
"134",0,0,100,100,100,100
"135",2,3,100,100,98,97
"136",0,0,100,100,100,100
"137",0,10,100,100,100,90
"138",13,32,99,99,86,67
"139",0,0,100,100,100,100
"140",0,0,100,100,100,100
"141",0,0,99,99,99,99
"142",0,0,99,99,99,99
"143",0,10,100,100,100,90
"144",0,0,100,100,100,100
"145",3,8,99,99,96,91
"146",0,0,100,100,100,100
"147",0,0,100,100,100,100
"148",0,0,99,99,99,99
"149",0,0,100,100,100,100
"150",0,2,97,97,97,95
"151",1,11,99,99,98,88
"152",2,0,100,100,98,100
"153",7,11,100,100,93,89
"154",0,1,99,99,99,98
"155",0,0,100,100,100,100
"156",0,4,100,100,100,96
"157",0,4,99,99,99,95
"158",11,0,100,100,89,100
"159",1,0,100,100,99,100
"160",24,4,100,100,76,96
"161",1,0,99,99,98,99
"162",5,0,100,100,95,100
"163",32,39,100,100,68,61
"164",0,0,100,100,100,100
"165",0,4,100,100,100,96
"166",0,0,100,100,100,100
"167",0,6,100,100,100,94
"168",1,3,100,100,99,97
"169",1,0,100,100,99,100
"170",0,2,99,99,99,97
"171",1,6,99,99,98,93
"172",0,4,100,100,100,96
"173",1,1,100,100,99,99
"174",0,0,100,100,100,100
"175",4,8,100,100,96,92
"176",4,0,100,100,96,100
"177",23,6,99,99,76,93
"178",10,13,100,100,90,87
"179",1,7,100,100,99,93
"180",5,1,100,100,95,99
"181",1,11,100,100,99,89
"182",0,18,100,100,100,82
"183",30,7,100,100,70,93
"184",5,4,100,100,95,96
"185",0,2,100,100,100,98
"186",2,3,100,100,98,97
"187",0,5,99,99,99,94
"188",0,8,100,100,100,92
"189",0,2,100,100,100,98
"190",0,0,100,100,100,100
"191",0,0,99,100,99,100
"192",0,7,100,100,100,93
"193",4,2,100,100,96,98
"194",0,5,100,100,100,95
"195",20,31,100,100,80,69
"196",3,1,99,99,96,98
"197",1,2,100,100,99,98
"198",0,13,100,100,100,87
"199",0,1,100,100,100,99
"200",36,2,100,100,64,98
