"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",0,2,100,100,100,98
"2",0,0,100,100,100,100
"3",2,2,98,98,96,96
"4",12,0,100,100,88,100
"5",50,8,100,100,50,92
"6",32,2,100,100,68,98
"7",0,0,100,98,100,98
"8",0,0,98,98,98,98
"9",2,0,100,100,98,100
"10",0,2,100,100,100,98
"11",14,4,100,100,86,96
"12",0,0,100,100,100,100
"13",10,10,100,100,90,90
"14",0,0,100,100,100,100
"15",2,0,100,100,98,100
"16",0,12,100,100,100,88
"17",0,0,100,100,100,100
"18",2,6,100,100,98,94
"19",0,0,100,100,100,100
"20",4,22,100,100,96,78
"21",0,0,100,100,100,100
"22",4,20,98,98,94,78
"23",2,10,100,100,98,90
"24",0,8,100,100,100,92
"25",0,12,100,100,100,88
"26",2,0,100,100,98,100
"27",0,4,100,100,100,96
"28",0,0,98,98,98,98
"29",0,10,100,100,100,90
"30",0,0,100,100,100,100
"31",0,4,98,98,98,94
"32",4,4,96,96,92,92
"33",0,2,100,100,100,98
"34",8,2,100,100,92,98
"35",2,4,100,100,98,96
"36",0,4,100,100,100,96
"37",0,12,100,100,100,88
"38",24,10,94,94,70,84
"39",0,20,100,100,100,80
"40",0,0,100,100,100,100
"41",6,0,94,96,88,96
"42",0,0,100,100,100,100
"43",12,14,100,100,88,86
"44",2,0,100,100,98,100
"45",0,2,100,100,100,98
"46",14,12,100,100,86,88
"47",0,2,100,100,100,98
"48",0,2,96,96,96,94
"49",0,0,96,96,96,96
"50",26,2,100,100,74,98
"51",0,0,96,96,96,96
"52",0,6,100,100,100,94
"53",0,0,100,100,100,100
"54",4,0,96,96,92,96
"55",0,0,100,100,100,100
"56",2,4,100,100,98,96
"57",10,6,96,96,86,90
"58",2,22,98,98,96,76
"59",8,6,100,100,92,94
"60",2,6,100,100,98,94
"61",0,2,98,98,98,96
"62",0,0,100,100,100,100
"63",0,0,98,96,98,96
"64",0,0,98,98,98,98
"65",0,6,100,100,100,94
"66",0,4,100,100,100,96
"67",0,4,100,100,100,96
"68",0,0,100,100,100,100
"69",0,2,100,100,100,98
"70",0,0,100,100,100,100
"71",2,16,100,100,98,84
"72",4,16,96,96,92,80
"73",0,0,98,98,98,98
"74",16,24,100,100,84,76
"75",24,4,100,100,76,96
"76",0,0,98,98,98,98
"77",0,6,98,98,98,92
"78",2,12,100,100,98,88
"79",2,2,100,100,98,98
"80",6,0,100,100,94,100
"81",0,0,100,100,100,100
"82",0,16,100,100,100,84
"83",0,0,100,100,100,100
"84",0,0,100,100,100,100
"85",0,0,100,100,100,100
"86",0,0,98,98,98,98
"87",0,2,100,100,100,98
"88",6,14,100,100,94,86
"89",24,8,100,100,76,92
"90",4,8,100,100,96,92
"91",0,4,100,100,100,96
"92",0,2,100,100,100,98
"93",0,0,100,100,100,100
"94",0,22,100,100,100,78
"95",0,0,98,98,98,98
"96",38,22,100,100,62,78
"97",0,10,100,98,100,88
"98",4,0,100,100,96,100
"99",2,0,100,100,98,100
"100",10,14,100,100,90,86
"101",0,0,100,100,100,100
"102",0,4,100,100,100,96
"103",0,0,100,100,100,100
"104",0,0,100,100,100,100
"105",6,4,100,100,94,96
"106",0,0,100,100,100,100
"107",0,0,100,100,100,100
"108",0,16,100,100,100,84
"109",46,4,96,96,50,92
"110",10,2,100,100,90,98
"111",10,2,98,98,88,96
"112",2,0,100,100,98,100
"113",0,4,96,98,96,94
"114",0,0,100,100,100,100
"115",0,8,100,100,100,92
"116",0,2,100,100,100,98
"117",20,4,98,98,78,94
"118",46,2,100,100,54,98
"119",0,2,100,98,100,96
"120",14,0,100,100,86,100
"121",2,2,98,98,96,96
"122",12,14,98,98,86,84
"123",0,0,100,100,100,100
"124",0,2,100,100,100,98
"125",0,0,100,100,100,100
"126",18,0,98,98,80,98
"127",0,0,100,100,100,100
"128",4,0,100,100,96,100
"129",2,0,98,98,96,98
"130",2,0,100,100,98,100
"131",0,2,100,100,100,98
"132",0,0,100,100,100,100
"133",0,2,100,100,100,98
"134",0,0,100,100,100,100
"135",0,2,100,100,100,98
"136",2,6,100,100,98,94
"137",16,2,98,98,82,96
"138",0,0,98,98,98,98
"139",0,0,100,100,100,100
"140",0,4,100,100,100,96
"141",0,0,98,98,98,98
"142",0,4,100,100,100,96
"143",2,0,98,98,96,98
"144",2,2,100,100,98,98
"145",0,0,98,98,98,98
"146",0,0,100,100,100,100
"147",24,16,100,100,76,84
"148",6,18,100,100,94,82
"149",0,0,98,98,98,98
"150",0,0,100,100,100,100
"151",0,0,98,98,98,98
"152",0,0,98,98,98,98
"153",0,0,100,100,100,100
"154",0,0,100,100,100,100
"155",0,0,100,100,100,100
"156",0,0,100,100,100,100
"157",0,2,98,98,98,96
"158",0,6,100,100,100,94
"159",10,20,100,100,90,80
"160",8,4,100,100,92,96
"161",44,0,100,100,56,100
"162",0,4,100,100,100,96
"163",0,2,100,100,100,98
"164",4,2,100,100,96,98
"165",0,0,100,100,100,100
"166",2,32,100,100,98,68
"167",0,6,98,98,98,92
"168",0,4,100,100,100,96
"169",0,0,98,98,98,98
"170",2,0,100,100,98,100
"171",0,2,100,100,100,98
"172",0,2,100,100,100,98
"173",0,0,100,100,100,100
"174",20,0,98,98,78,98
"175",18,16,100,100,82,84
"176",6,4,100,100,94,96
"177",4,20,100,100,96,80
"178",0,0,100,100,100,100
"179",0,4,98,100,98,96
"180",0,0,100,100,100,100
"181",20,0,100,100,80,100
"182",0,0,98,98,98,98
"183",0,0,100,100,100,100
"184",12,20,98,98,86,78
"185",0,0,100,100,100,100
"186",0,22,98,98,98,76
"187",6,0,100,100,94,100
"188",0,0,100,100,100,100
"189",0,14,96,94,96,80
"190",4,4,100,100,96,96
"191",0,0,100,100,100,100
"192",0,0,100,100,100,100
"193",6,12,100,100,94,88
"194",0,0,100,100,100,100
"195",4,4,100,100,96,96
"196",0,2,100,100,100,98
"197",12,6,98,98,86,92
"198",0,0,100,100,100,100
"199",0,0,100,100,100,100
"200",4,0,100,100,96,100
"201",0,0,98,98,98,98
"202",0,0,100,100,100,100
"203",0,10,100,100,100,90
"204",0,0,100,100,100,100
"205",0,6,100,100,100,94
"206",6,0,100,100,94,100
"207",2,6,100,100,98,94
"208",0,0,100,100,100,100
"209",0,0,98,98,98,98
"210",0,4,100,100,100,96
"211",32,0,100,100,68,100
"212",4,0,98,98,94,98
"213",2,0,100,100,98,100
"214",2,0,100,100,98,100
"215",0,0,100,100,100,100
"216",40,2,100,100,60,98
"217",0,0,98,98,98,98
"218",6,4,100,100,94,96
"219",4,0,100,100,96,100
"220",0,0,96,96,96,96
"221",0,12,98,100,98,88
"222",2,8,100,100,98,92
"223",0,10,100,100,100,90
"224",0,6,100,100,100,94
"225",4,6,100,100,96,94
"226",0,0,96,96,96,96
"227",0,2,100,100,100,98
"228",0,0,100,100,100,100
"229",34,6,98,98,64,92
"230",2,0,96,96,94,96
"231",8,4,100,100,92,96
"232",2,0,100,100,98,100
"233",10,0,100,100,90,100
"234",0,20,100,100,100,80
"235",2,0,98,98,96,98
"236",0,6,98,98,98,92
"237",2,0,100,100,98,100
"238",0,4,100,100,100,96
"239",0,0,98,98,98,98
"240",0,4,100,100,100,96
"241",0,8,98,98,98,90
"242",8,4,100,100,92,96
"243",0,12,100,100,100,88
"244",2,8,100,98,98,90
"245",8,28,100,100,92,72
"246",2,8,100,100,98,92
"247",10,4,100,100,90,96
"248",6,0,100,100,94,100
"249",10,16,100,100,90,84
"250",0,12,100,100,100,88
"251",2,4,100,100,98,96
"252",8,0,100,100,92,100
"253",0,4,100,100,100,96
"254",0,0,100,98,100,98
"255",0,2,100,100,100,98
"256",10,4,98,98,88,94
"257",0,2,100,100,100,98
"258",0,0,98,100,98,100
"259",0,0,100,100,100,100
"260",44,48,100,100,56,52
"261",0,2,98,98,98,96
"262",0,0,100,100,100,100
